Jan  5 00:13:30 c.mx.h2.net sm-mta[8667]: jB88DNFk008667: from=<u13@h2.net>, size=3666, class=-60, nrcpts=1, msgid=<u14@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:42 d.mx.h2.net sm-mta[15611]: jB88Eg30015611: from=<u13@h2.net>, size=3050, class=-60, nrcpts=1, msgid=<u5243@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 d.mx.h2.net sm-mta[15616]: jB88Eg30015611: to=<u5249@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231050, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EgGV006727 Message accepted for delivery) 
Jan  5 00:14:42 a.mx.h2.net sm-mta[14476]: jB88EgsU014476: from=<u13@h2.net>, size=1500, class=-60, nrcpts=1, msgid=<u5244@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 a.mx.h2.net sm-mta[14489]: jB88EgsU014476: to=<u5255@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229500, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Egfo014519 Message accepted for delivery) 
Jan  5 00:14:42 b.mx.h2.net sm-mta[10715]: jB88EhEB010715: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u5261@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 b.mx.h2.net sm-mta[10720]: jB88EhEB010715: to=<u5267@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Eh8k006772 Message accepted for delivery) 
Jan  5 00:14:42 a.mx.h2.net sm-mta[14490]: jB88Ehth014490: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u5262@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 a.mx.h2.net sm-mta[14505]: jB88Ehth014490: to=<u5268@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EhdE014531 Message accepted for delivery) 
Jan  5 00:14:42 a.mx.h2.net sm-mta[14493]: jB88EhS5014493: from=<u13@h2.net>, size=1352, class=-60, nrcpts=1, msgid=<u5265@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 a.mx.h2.net sm-mta[14509]: jB88EhS5014493: to=<u5269@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229352, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EhRi014532 Message accepted for delivery) 
Jan  5 00:14:42 a.mx.h2.net sm-mta[14507]: jB88Eh7t014507: from=<u13@h2.net>, size=1500, class=-60, nrcpts=1, msgid=<u5270@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 a.mx.h2.net sm-mta[14514]: jB88Eh7t014507: to=<u5277@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229500, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EhxJ014553 Message accepted for delivery) 
Jan  5 00:14:42 d.mx.h2.net sm-mta[15620]: jB88Eh0c015620: from=<u13@h2.net>, size=1340, class=-60, nrcpts=1, msgid=<u5273@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 d.mx.h2.net sm-mta[15631]: jB88Eh0c015620: to=<u5281@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229340, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EhAU014556 Message accepted for delivery) 
Jan  5 00:14:42 d.mx.h2.net sm-mta[15627]: jB88EhMN015627: from=<u13@h2.net>, size=1266, class=-60, nrcpts=1, msgid=<u5283@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:42 d.mx.h2.net sm-mta[15635]: jB88EhMN015627: to=<u5287@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229266, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ehgp006796 Message accepted for delivery) 
Jan  5 00:14:43 b.mx.h2.net sm-mta[10724]: jB88Ehsr010724: from=<u13@h2.net>, size=1417, class=-60, nrcpts=1, msgid=<u5298@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 b.mx.h2.net sm-mta[10729]: jB88Ehsr010724: to=<u5304@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229417, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ehm3006810 Message accepted for delivery) 
Jan  5 00:14:43 c.mx.h2.net sm-mta[11457]: jB88Eh6b011457: from=<u13@h2.net>, size=7436, class=-60, nrcpts=1, msgid=<u5314@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 c.mx.h2.net sm-mta[11466]: jB88Eh6b011457: to=<u5328@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=235436, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ei4f006838 Message accepted for delivery) 
Jan  5 00:14:43 a.mx.h2.net sm-mta[14521]: jB88EhaD014521: from=<u13@h2.net>, size=1432, class=-60, nrcpts=1, msgid=<u5318@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 a.mx.h2.net sm-mta[14529]: jB88EhaD014521: to=<u5341@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229432, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiAN006846 Message accepted for delivery) 
Jan  5 00:14:43 c.mx.h2.net sm-mta[11461]: jB88EivE011461: from=<u13@h2.net>, size=3432, class=-60, nrcpts=1, msgid=<u5327@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 c.mx.h2.net sm-mta[11471]: jB88EivE011461: to=<u5340@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231432, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiZK006854 Message accepted for delivery) 
Jan  5 00:14:43 d.mx.h2.net sm-mta[15652]: jB88Ehkw015652: from=<u13@h2.net>, size=1352, class=-60, nrcpts=1, msgid=<u5333@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 d.mx.h2.net sm-mta[15660]: jB88Ehkw015652: to=<u5347@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229352, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EitQ006866 Message accepted for delivery) 
Jan  5 00:14:43 a.mx.h2.net sm-mta[14524]: jB88EiQq014524: from=<u13@h2.net>, size=1583, class=-60, nrcpts=1, msgid=<u5334@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 a.mx.h2.net sm-mta[14532]: jB88EiQq014524: to=<u5348@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229583, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiNk014594 Message accepted for delivery) 
Jan  5 00:14:43 a.mx.h2.net sm-mta[14533]: jB88EiwL014533: from=<u13@h2.net>, size=5123, class=-60, nrcpts=1, msgid=<u5346@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 a.mx.h2.net sm-mta[14538]: jB88EiwL014533: to=<u5350@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=233123, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiL3014610 Message accepted for delivery) 
Jan  5 00:14:43 b.mx.h2.net sm-mta[10739]: jB88EiK0010739: from=<u13@h2.net>, size=1663, class=-60, nrcpts=1, msgid=<u5351@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 b.mx.h2.net sm-mta[10747]: jB88EiK0010739: to=<u5352@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229663, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiQx014630 Message accepted for delivery) 
Jan  5 00:14:43 a.mx.h2.net sm-mta[14539]: jB88Eiet014539: from=<u13@h2.net>, size=1192, class=-60, nrcpts=1, msgid=<u5354@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 a.mx.h2.net sm-mta[14544]: jB88Eiet014539: to=<u5360@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229192, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiCY006910 Message accepted for delivery) 
Jan  5 00:14:43 b.mx.h2.net sm-mta[10748]: jB88Ei7f010748: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u5355@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 b.mx.h2.net sm-mta[10753]: jB88Ei7f010748: to=<u5359@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EieV014656 Message accepted for delivery) 
Jan  5 00:14:43 d.mx.h2.net sm-mta[15664]: jB88EikJ015664: from=<u13@h2.net>, size=1892, class=-60, nrcpts=1, msgid=<u5357@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 d.mx.h2.net sm-mta[15672]: jB88EikJ015664: to=<u5361@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229892, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiB6014658 Message accepted for delivery) 
Jan  5 00:14:43 d.mx.h2.net sm-mta[15667]: jB88EiCm015667: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u5358@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:43 d.mx.h2.net sm-mta[15676]: jB88EiCm015667: to=<u5363@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EilZ014669 Message accepted for delivery) 
Jan  5 00:14:43 a.mx.h2.net sm-mta[14548]: jB88EivL014548: from=<u13@h2.net>, size=1275, class=-60, nrcpts=1, msgid=<u5364@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 a.mx.h2.net sm-mta[14553]: jB88EivL014548: to=<u5370@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiZh014694 Message accepted for delivery) 
Jan  5 00:14:43 b.mx.h2.net sm-mta[10757]: jB88EilL010757: from=<u13@h2.net>, size=1432, class=-60, nrcpts=1, msgid=<u5367@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 b.mx.h2.net sm-mta[10764]: jB88EilL010757: to=<u5369@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229432, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiZR006922 Message accepted for delivery) 
Jan  5 00:14:44 c.mx.h2.net sm-mta[11487]: jB88EiKv011487: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u5368@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 c.mx.h2.net sm-mta[11495]: jB88EiKv011487: to=<u5375@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiVS014697 Message accepted for delivery) 
Jan  5 00:14:44 d.mx.h2.net sm-mta[15686]: jB88Eif3015686: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u5372@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 d.mx.h2.net sm-mta[15691]: jB88Eif3015686: to=<u5378@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EiRS006934 Message accepted for delivery) 
Jan  5 00:14:44 d.mx.h2.net sm-mta[15692]: jB88EiTu015692: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u5379@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 d.mx.h2.net sm-mta[15698]: jB88EiTu015692: to=<u5387@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ejhm006946 Message accepted for delivery) 
Jan  5 00:14:44 b.mx.h2.net sm-mta[10765]: jB88Ej3H010765: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u5386@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 b.mx.h2.net sm-mta[10773]: jB88Ej3H010765: to=<u5391@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ejof006958 Message accepted for delivery) 
Jan  5 00:14:44 b.mx.h2.net sm-mta[10774]: jB88Ejip010774: from=<u13@h2.net>, size=1506, class=-60, nrcpts=1, msgid=<u5399@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 b.mx.h2.net sm-mta[10785]: jB88Ejip010774: to=<u5409@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229506, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ej1U014719 Message accepted for delivery) 
Jan  5 00:14:44 b.mx.h2.net sm-mta[10782]: jB88EjmU010782: from=<u13@h2.net>, size=1509, class=-60, nrcpts=1, msgid=<u5415@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 b.mx.h2.net sm-mta[10801]: jB88EjmU010782: to=<u5427@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229509, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ejjt014734 Message accepted for delivery) 
Jan  5 00:14:44 b.mx.h2.net sm-mta[10787]: jB88EjOl010787: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u5416@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 b.mx.h2.net sm-mta[10799]: jB88EjOl010787: to=<u5428@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ejd5014733 Message accepted for delivery) 
Jan  5 00:14:44 a.mx.h2.net sm-mta[14564]: jB88EjKP014564: from=<u13@h2.net>, size=3589, class=-60, nrcpts=1, msgid=<u5425@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 a.mx.h2.net sm-mta[14576]: jB88EjKP014564: to=<u5438@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231589, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ejrx014757 Message accepted for delivery) 
Jan  5 00:14:44 a.mx.h2.net sm-mta[14561]: jB88Ejen014561: from=<u13@h2.net>, size=1278, class=-60, nrcpts=1, msgid=<u5429@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:44 a.mx.h2.net sm-mta[14580]: jB88Ejen014561: to=<u5439@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229278, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ej0V014759 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15730]: jB88EjO4015730: from=<u13@h2.net>, size=2973, class=-60, nrcpts=1, msgid=<u5444@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 d.mx.h2.net sm-mta[15740]: jB88EjO4015730: to=<u5462@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=230973, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekk4014808 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15729]: jB88EjoA015729: from=<u13@h2.net>, size=7128, class=-60, nrcpts=1, msgid=<u5445@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 d.mx.h2.net sm-mta[15743]: jB88EjoA015729: to=<u5466@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=235128, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekuj007034 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15726]: jB88Ej11015726: from=<u13@h2.net>, size=1580, class=-60, nrcpts=1, msgid=<u5448@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 d.mx.h2.net sm-mta[15748]: jB88Ej11015726: to=<u5471@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229580, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekwd014816 Message accepted for delivery) 
Jan  5 00:14:45 b.mx.h2.net sm-mta[10804]: jB88Ej1J010804: from=<u13@h2.net>, size=1426, class=-60, nrcpts=1, msgid=<u5449@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 b.mx.h2.net sm-mta[10810]: jB88Ej1J010804: to=<u5456@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229426, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EksS014802 Message accepted for delivery) 
Jan  5 00:14:45 b.mx.h2.net sm-mta[10814]: jB88Ekac010814: from=<u13@h2.net>, size=1728, class=-60, nrcpts=1, msgid=<u5460@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 b.mx.h2.net sm-mta[10824]: jB88Ekac010814: to=<u5477@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229728, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkO8007038 Message accepted for delivery) 
Jan  5 00:14:45 b.mx.h2.net sm-mta[10822]: jB88Ekk3010822: from=<u13@h2.net>, size=3275, class=-60, nrcpts=1, msgid=<u5470@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 b.mx.h2.net sm-mta[10831]: jB88Ekk3010822: to=<u5480@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekrh014852 Message accepted for delivery) 
Jan  5 00:14:45 c.mx.h2.net sm-mta[11527]: jB88EkVS011527: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u5474@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 c.mx.h2.net sm-mta[11536]: jB88EkVS011527: to=<u5487@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekel007060 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15746]: jB88EkMe015746: from=<u13@h2.net>, size=1355, class=-60, nrcpts=1, msgid=<u5475@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 d.mx.h2.net sm-mta[15759]: jB88EkMe015746: to=<u5481@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229355, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ek8L007061 Message accepted for delivery) 
Jan  5 00:14:45 c.mx.h2.net sm-mta[11530]: jB88EkAv011530: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u5476@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 c.mx.h2.net sm-mta[11538]: jB88EkAv011530: to=<u5488@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ekpo014856 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15753]: jB88Eksv015753: from=<u13@h2.net>, size=1355, class=-60, nrcpts=1, msgid=<u5479@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 d.mx.h2.net sm-mta[15761]: jB88Eksv015753: to=<u5492@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229355, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkdH014865 Message accepted for delivery) 
Jan  5 00:14:45 c.mx.h2.net sm-mta[11540]: jB88Ekxj011540: from=<u13@h2.net>, size=1275, class=-60, nrcpts=1, msgid=<u5494@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 c.mx.h2.net sm-mta[11547]: jB88Ekxj011540: to=<u5501@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkBU007084 Message accepted for delivery) 
Jan  5 00:14:45 b.mx.h2.net sm-mta[10837]: jB88EkD7010837: from=<u13@h2.net>, size=1960, class=-60, nrcpts=1, msgid=<u5503@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:45 b.mx.h2.net sm-mta[10842]: jB88EkD7010837: to=<u5508@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229960, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ek4N014922 Message accepted for delivery) 
Jan  5 00:14:45 a.mx.h2.net sm-mta[14584]: jB88Ek7r014584: from=<u13@h2.net>, size=1737, class=-60, nrcpts=1, msgid=<u5521@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 a.mx.h2.net sm-mta[14596]: jB88Ek7r014584: to=<u5536@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229737, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkPE007098 Message accepted for delivery) 
Jan  5 00:14:45 b.mx.h2.net sm-mta[10843]: jB88EklM010843: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u5522@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 b.mx.h2.net sm-mta[10854]: jB88EklM010843: to=<u5531@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Eklc007096 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15775]: jB88EkPK015775: from=<u13@h2.net>, size=1278, class=-60, nrcpts=1, msgid=<u5523@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 d.mx.h2.net sm-mta[15788]: jB88EkPK015775: to=<u5529@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229278, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkM4007097 Message accepted for delivery) 
Jan  5 00:14:45 d.mx.h2.net sm-mta[15778]: jB88Ekab015778: from=<u13@h2.net>, size=1275, class=-60, nrcpts=1, msgid=<u5524@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 d.mx.h2.net sm-mta[15790]: jB88Ekab015778: to=<u5530@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkIq014946 Message accepted for delivery) 
Jan  5 00:14:45 a.mx.h2.net sm-mta[14587]: jB88EkWS014587: from=<u13@h2.net>, size=1272, class=-60, nrcpts=1, msgid=<u5527@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 a.mx.h2.net sm-mta[14598]: jB88EkWS014587: to=<u746@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229272, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Ek6v007101 Message accepted for delivery) 
Jan  5 00:14:46 b.mx.h2.net sm-mta[10850]: jB88EkxV010850: from=<u13@h2.net>, size=2114, class=-60, nrcpts=1, msgid=<u5528@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 b.mx.h2.net sm-mta[10858]: jB88EkxV010850: to=<u5537@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230114, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EkOR007123 Message accepted for delivery) 
Jan  5 00:14:46 c.mx.h2.net sm-mta[11556]: jB88Ek4d011556: from=<u13@h2.net>, size=1580, class=-60, nrcpts=1, msgid=<u5538@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:14:46 c.mx.h2.net sm-mta[11573]: jB88Ek4d011556: to=<u5549@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229580, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Elgc014971 Message accepted for delivery) 
